,addr:postcode,koatuu,lat,lon,name,name:en,name:prefix,name:ru,name:uk,place,population,postal_code
264899,98246,0122785401,45.1132903,36.2393054,Марьевка,Maryevka,село,Марьевка,Мар’ївка,village,681,
264901,98245,0122782804,45.0695743,36.3197217,Яковенково,Yakovenkovo,село,Яковенково,Яковенкове,village,142,
264902,98245,0122782801,45.1153885,36.3929908,Заветное,Zavetnoe,село,Заветное,Завітне,village,1416,
264903,98245,0122782803,45.1453893,36.4163885,Набережное,Naberezhnoe,село,Набережное,Набережне,village,155,
264904,98246,0122785101,45.1980604,36.0914121,Марфовка,Marfovka,село,Марфовка,Марфівка,village,1235,
264905,98246,0122785404,45.163807,36.1866466,Пташкино,Ptashkino,село,Пташкино,Пташкине,village,57,
264906,98243,0122788401,45.2056465,36.3745675,Челядиново,Chelyadinovo,село,Челядиново,Челядінове,village,918,
264907,98242,0122786401,45.2696252,36.3341413,Приозёрное,Priozyornoe,село,Приозёрное,Приозерне,village,3179,
264908,98227,0122755301,45.2884685,36.2859044,Ивановка,Ivanovka,село,Ивановка,Іванівка,hamlet,219,
264909,98241,0122782401,45.2737801,36.1855446,Горностаевка,Gornostaevka,село,Горностаевка,Горностаївка,village,2639,
264910,98228,0122786201,45.3619699,36.366242,Октябрьское,Oktyabr'skoe,село,Октябрьское,Октябрське,village,1479,
264911,98227,0122755300,45.3761402,36.2919984,Багерово,Bagerovo,селище міського типу,Багерово,Багерове,town,3962,
264912,98225,0122788601,45.366553,36.1832509,Чистополье,Chistopol'e,село,Чистополье,Чистопілля,village,2091,
264913,98225,0122788602,45.3742711,36.1683164,Затишное,Zatishnoe,село,Затишное,Затишне,village,207,
264914,98226,0122788603,45.3368767,36.214665,Либкнехтовка,Libknekhtovka,село,Либкнехтовка,Лібкнехтівка,village,461,
265001,98221,0122781604,45.4745109,36.3411794,Курортное,Kurortnoe,село,Курортное,Курортне,village,171,
265002,98220,0122782002,45.4311597,36.59335,Осовины,Osoviny,село,Осовины,Осовини,village,294,
265003,98220,0122782003,45.4246011,36.5655794,Юркино,Yurkino,село,Юркино,Юркине,village,92,
265004,98220,0122782001,45.3888603,36.5797887,Глазовка,Glazovka,село,Глазовка,Глазівка,village,1268,
265006,98221,0122781601,45.3847613,36.4352498,Войково,Voikovo,село,Войково,Войкове,village,4289,
265007,98222,0122781602,45.3999441,36.4892836,Бондаренково,Bondarenkovo,село,Бондаренково,Бондаренкове,village,721,
265008,98223,0122781201,45.3741083,36.0846432,Белинское,Belinskoe,село,Белинское,Бєлінське,village,519,
265009,98224,0122781203,45.4267023,36.0781942,Золотое,Zolotoe,село,Золотое,Золоте,village,155,
265010,98213,0122785802,45.4037289,35.8788897,Азовское,Azovskoe,село,Азовское,Азовське,hamlet,48,
265011,98224,0122781204,45.3689864,36.0136634,Нижнезаморское,Nizhnezamorskoe,село,Нижнезаморское,Нижньозаморське,village,81,
265012,98224,0122781202,45.3680671,36.0285212,Верхнезаморское,Verkhnezamorskoe,село,Верхнезаморское,Верхньозаморське,village,100,
265013,98224,0122781205,45.3945545,36.0633721,Новоотрадное,Novootradnoe,село,Новоотрадное,Нововідрадне,village,240,
265014,98224,0122781206,45.355577,36.0359655,Станционное,Stantsionnoe,село,Станционное,Станційне,village,129,
265015,98240,0122786101,45.3084592,36.0589247,Новониколаевка,Novonikolaevka,село,Новониколаевка,Новомиколаївка,village,1405,
265016,98232,0122784603,45.2649734,36.0160292,Фонтан,Fontan,село,Фонтан,Фонтан,village,307,
265018,98234,0122783702,45.1387689,35.9476658,Вулкановка,Vulkanovka,село,Вулкановка,Вулканівка,village,230,
265086,,6120810100,48.8025557,26.0401871,Борщів,Borshchiv,місто,Борщёв,Борщів,town,11273,48700
265087,47505,6110500000,49.4426073,24.9378079,Бережани,Berezhany,місто,Бережаны,Бережани,town,18116,
265088,48400-48405,6121210100,49.0630503,25.389969,Бучач,Buchach,місто,Бучач,Бучач,town,12514,
265089,48600,6122010100,48.6402658,25.735898,Заліщики,Zalischyky,місто,Залещики,Заліщики,town,9426,
265090,47201,6122610100,49.6645222,25.1386197,Зборів,Zboriv,місто,Зборов,Зборів,town,7163,
265091,47000-47009,6110700000,50.0962339,25.7258837,Кременець,Kremenets,місто,Кременец,Кременець,town,21624,
265092,47400,6123810100,49.8734191,26.0780148,Ланівці,Lanivtsi,місто,Лановцы,Ланівці,town,8682,
265093,48300-48305,6124210100,49.0908395,25.1717816,Монастириська,Monastyryska,місто,Монастыриска,Монастириська,town,6134,
265094,48000,6124810100,49.2680238,25.1361578,Підгайці,Pidhaitsi,місто,Подгайцы,Підгайці,town,2937,
265095,47025,6123410500,50.0017638,25.5110926,Почаїв,Pochaiv,місто,Почаев,Почаїв,town,7842,
265096,47851,6124610500,49.4247925,25.9775084,Скалат,Skalat,місто,Скалат,Скалат,town,3989,
265097,48100,6125010100,49.2960742,25.692491,Теребовля,Terebovlia,місто,Теребовля,Теребовля,town,13769,
265098,48244,6121611000,49.2121531,25.9168525,Хоростків,Khorostkiv,місто,Хоростков,Хоростків,town,7067,
265099,48500-48509,6110300000,49.0160555,25.7925191,Чортків,Chortkiv,місто,Чортков,Чортків,town,28249,
265100,47104,6125810100,50.1187194,26.1137462,Шумськ,Shumsk,місто,Шумск,Шумськ,town,5387,
265101,77200-77204,2610200000,49.0694852,23.8565582,Болехів,Bolekhiv,місто,Болехов,Болехів,town,10766,
265102,77111,2610300000,49.2516597,24.633877,Бурштин,Burshtyn,місто,Бурштын,Бурштин,town,15348,
265157,77100,2621210100,49.123317,24.7299495,Галич,Halych,місто,Галич,Галич,town,6307,
265158,78100,2621610100,48.6720598,25.4952722,Городенка,Horodenka,місто,Городенка,Городенка,town,9428,
265159,77500,2622010100,48.9735775,23.980418,Долина,Dolyna,місто,Долина,Долина,town,20453,
265160,77300-77309,2610400000,49.028894,24.3613198,Калуш,Kalush,місто,Калуш,Калуш,town,67559,
265161,78600-78604,2623610100,48.315802,25.0983417,Косів,Kosiv,місто,Косов,Косів,town,8456,
265162,78400-78409,2624010100,48.6335887,24.5684038,Надвірна,Nadvirna,місто,Надворная,Надвірна,town,21930,
265163,77004,2624410100,49.4092703,24.6105811,Рогатин,Rohatyn,місто,Рогатин,Рогатин,town,8097,
265164,78300,2625210100,48.4523142,25.5518046,Снятин,Sniatyn,місто,Снятын,Снятин,town,10161,
265165,78000-78004,2625610100,48.865865,25.0017156,Тлумач,Tlumach,місто,Тлумач,Тлумач,town,8841,
266067,11331,1822881303,51.0831459,28.1543389,Іванівка,Ivanivka,село,Ивановка,Іванівка,hamlet,49,
266072,,3221281601,50.512656,31.0225659,Гоголів,Hoholiv,село,Гоголев,Гоголів,village,4809,07452
267314,08292-08295,3210800000,50.5485813,30.2207143,Буча,Bucha,місто,Буча,Буча,town,27460,
268143,31200-31208,6820910100,49.5357074,26.2125036,Волочиськ,Volochysk,місто,Волочиск,Волочиськ,town,19723,
268144,32000-32007,6821210100,49.1652124,26.5865127,Городок,Horodok,місто,Городок,Городок,town,16885,
268145,32200-32205,6821510100,49.2688322,27.4327085,Деражня,Derazhnia,місто,Деражня,Деражня,town,14381,
268146,32400-32408,6821810100,48.8881943,26.8591435,Дунаївці,Dunaivtsi,місто,Дунаевцы,Дунаївці,town,16298,
268147,30300-30309,6822110100,50.1194691,26.8207625,Ізяслав,Iziaslav,місто,Изяслав,Ізяслав,town,17203,
268148,31000-31010,6822710100,49.6550248,26.9732359,Красилів,Krasyliv,місто,Красилов,Красилів,town,19761,
268149,30100,6810500000,50.3339213,26.6496103,Нетішин,Netishyn,місто,Нетешин,Нетішин,town,36497,
268150,30000,6810600000,50.2962398,26.8658254,Славута,Slavuta,місто,Славута,Славута,town,35506,
268151,30400-30409,6810700000,50.1809437,27.0651783,Шепетівка,Shepetivka,місто,Шепетовка,Шепетівка,town,43512,
268152,80062-80063,4624810300,50.3826268,24.0053439,Белз,Belz,місто,Белз,Белз,town,2359,
268153,81220,4623310300,49.6375183,24.2973288,Бібрка,Bibrka,місто,Бобрка,Бібрка,town,3781,
268154,82300,4610300000,49.2887965,23.4175813,Борислав,Boryslav,місто,Борислав,Борислав,town,35040,
268155,80600,4620310100,50.0833041,25.1437921,Броди,Brody,місто,Броды,Броди,town,23752,
268156,80500,4620610100,49.965355,24.6089531,Буськ,Busk,місто,Буск,Буськ,town,8355,
268157,79495-79496,4610160300,49.8168013,24.1381342,Винники,Vynnyky,місто,Винники,Винники,town,15723,
268158,80720,4621810200,49.8222275,24.5162249,Глиняни,Hlyniany,місто,Глыняны,Глиняни,town,3242,
268159,82100-82119,4610600000,49.3513996,23.5061662,Дрогобич,Drohobych,місто,Дрогобыч,Дрогобич,town,76795,
268160,80381,4622710200,49.9026751,24.0876223,Дубляни,Dubliany,місто,Дубляны,Дубляни,town,10795,
268161,81700,4621510100,49.3831172,24.1426813,Жидачів,Zhydachiv,місто,Жыдачив,Жидачів,town,11204,
268162,80400,4622110100,50.1054451,24.341921,Кам’янка-Бузька,Kamianka-Buzka,місто,Каменка-Бугская,Кам’янка-Бузька,town,10921,
268163,"81562, 81563",4620910400,49.6260714,23.6969962,Комарно,Komarno,місто,Комарно,Комарно,town,3884,
270252,11100-11109,1824210100,51.3259771,28.8026718,Овруч,Ovruch,місто,Овруч,Овруч,town,16681,
271835,56500-56518,4810200000,47.5679582,31.3338636,Вознесенськ,Voznesensk,місто,Вознесенск,Вознесенськ,town,37049,
273635,81652,4610800000,49.4696071,24.1386133,Новий Розділ,Novyi Rozdil,місто,Новый Роздол,Новий Розділ,town,28554,
278279,,3221289001,50.4832553,30.9011179,Требухів,Trebukhiv,село,Требухов,Требухів,village,6446,07454
278280,,3221288001,50.4965506,31.1641955,Русанів,Rusaniv,село,Русанов,Русанів,village,1685,07453
283638,90600,2123610100,48.0556765,24.2057063,Рахів,Rakhiv,місто,Рахов,Рахів,town,15137,
289483,63513,6325455600,49.8726903,36.7290188,Кочеток,Kochetok,селище міського типу,Кочеток,Кочеток,town,3633,
296712,298000-298015,0111700000,44.8488369,34.971099,Судак,Sudak,місто,Судак,Судак,town,15300,
304094,82042,4625110300,49.5710282,22.7851508,Добромиль,Dobromyl,місто,Добромыль,Добромиль,town,4537,
310110,17100,7423810100,50.9377744,31.5812258,Носівка,Nosivka,місто,Носовка,Носівка,town,14185,
319383,42320,5924756200,51.0753078,34.7815542,Хотінь,Khotin,селище міського типу,Хотень,Хотінь,village,2561,
319384,42303,5924787101,51.0098561,34.7768605,Стецьківка,Stetskivka,село,Стецковка,Стецьківка,village,3702,
319385,,5925082401,50.6320009,35.1006404,Жигайлівка,Zhyhailivka,село,Жигайловка,Жигайлівка,village,1036,42624
319386,42242,5922982001,50.6951693,34.7847374,Великий Вистороп,Velykyi Vystorop,село,Великий Выстороп,Великий Вистороп,village,982,
319387,,5922380401,50.6056704,35.2019321,Бранцівка,Brantsivka,село,Бранцовка,Бранцівка,village,696,42455
319388,42245,5922980401,50.6286396,34.6199092,Бишкінь,Byshkin,село,Бишкинь,Бишкінь,village,915,
319390,,5924755500,50.7799228,34.7793387,Низи,Nyzy,селище міського типу,Низы,Низи,village,3790,42355
319391,42726,5920386301,50.4060203,34.7325818,Олешня,Oleshnia,село,Олешня,Олешня,village,1062,
319393,,5925083401,50.4150754,35.0684637,Кам’янка,Kamianka,село,Каменка,Кам’янка,village,1180,42652
319394,,5922381201,50.6970642,35.4513818,Грабовське,Hrabovske,село,Грабовское,Грабовське,village,724,42450
319396,62332,6322082001,50.1421459,36.2921314,Руська Лозова,Ruska Lozova,село,Русская Лозовая,Руська Лозова,village,5018,
319397,62011,6323583201,50.1472527,35.2129415,Козіївка,Koziivka,село,Козиевка,Козіївка,village,2338,
319398,62440,6325183501,50.1377639,36.4037051,Руські Тишки,Ruski Tyshky,село,Русские Тишки,Руські Тишки,village,1908,
319399,,5920385001,50.1466316,34.6479732,Куземин,Kuzemyn,село,Куземин,Куземин,village,1610,42752
319400,62130,6320887001,50.1536715,35.3159334,Полкова Микитівка,Polkova Mykytivka,село,Полковая Никитовка,Полкова Микитівка,village,1095,
319402,62250,6322682501,50.1988512,35.9467958,Довжик,Dovzhyk,село,Должик,Довжик,village,2180,
319403,62122,6320888001,50.21232,35.63896,Сінне,Sinne,село,Сенное,Сінне,village,693,
319404,42733,5920382401,50.2375229,34.6062417,Грунь,Hrun,село,Грунь,Грунь,village,2220,
319405,62203-62209,6322655100,50.2790531,35.9824347,Золочів,Zolochiv,селище міського типу,Золочев,Золочів,town,9860,
319406,38123,5321385002,50.1336104,34.5177065,Довжик,Dovzhyk,село,Довжик,Довжик,village,482,
319407,,5921285801,50.30262,35.23659,Яблучне,Yabluchne,село,Яблочное,Яблучне,village,1135,42846
319409,62015,6323585501,50.1187758,35.0036867,Пархомівка,Parkhomivka,село,Пархомовка,Пархомівка,village,3679,
319410,62340,6322083001,50.1042787,36.2221193,Черкаська Лозова,Cherkaska Lozova,село,Черкасская Лозовая,Черкаська Лозова,village,4186,
325672,16020,7423683208,52.34333,33.33492,Новоселівка,Novoselivka,село,Новосёловка,Новоселівка,hamlet,29,
325673,16020,7423683207,52.34127,33.36891,Мурав’ї,Muravi,село,Муравьи,Мурав’ї,village,181,
325674,16020,7423683206,52.34024,33.31295,Колос,Kolos,село,Колос,Колос,hamlet,38,
325675,16020,7423683201,52.33784,33.28926,Грем’яч,Hremiach,село,Гремяч,Грем’яч,village,1399,
325676,41020,5924483801,52.32788,33.4544,Нововасилівка,Novovasylivka,село,Нововасилевка,Нововасилівка,village,368,
325678,16010,7423682004,52.32033,33.12,Городище,Horodysche,село,Городище,Городище,hamlet,20,
325681,16010,7423682006,52.31518,33.14815,Ясна Поляна,Yasna Poliana,село,Ясная Поляна,Ясна Поляна,hamlet,12,
325682,16020,7423687001,52.31209,33.21098,Михальчина-Слобода,Mykhalchyna-Sloboda,село,Михальчина Слобода,Михальчина-Слобода,village,389,
325685,15410,7424786506,52.3103025,32.4413952,Брониви,,село,,Брониви,hamlet,43,
325687,16020,7423683202,52.30797,33.27141,Богданове,Bohdanove,село,Богданово,Богданове,village,101,
325689,41030,5924486301,52.30762,33.79669,Стара Гута,Stara Huta,село,Старая Гута,Стара Гута,village,442,
325691,41021,5924481705,52.30762,33.61885,Улиця,Ulytsia,село,Улица,Улиця,hamlet,21,
325693,16010,7423682001,52.30522,33.11382,Бучки,Buchky,село,Бучки,Бучки,village,283,
325695,16020,7423683204,52.30385,33.28205,Гай,Hai,село,Гай,Гай,hamlet,20,
325696,41030,5924486302,52.30316,33.74897,Василівка,Vasylivka,село,Василевка,Василівка,hamlet,37,
325698,16020,7423683205,52.30213,33.27415,Діброва,Dibrova,село,Диброва,Діброва,hamlet,10,
325700,41021,5924481702,52.29938,33.58623,Карпеченкове,Karpechenkove,село,Карпеченково,Карпеченкове,hamlet,45,
325702,15412,7424781702,52.29767,32.52468,Покровське,Pokrovske,село,Покровское,Покровське,hamlet,16,
325704,15410,7424786501,52.29732,32.42649,Тимоновичі,Tymonovychi,село,Тимоновичи,Тимоновичі,village,497,
325708,15411,7424786505,52.29492,32.46357,Медведівка,Medvedivka,село,Медведевка,Медведівка,village,136,
325710,15412,7424781701,52.29355,32.56004,Янжулівка,Yanzhulivka,село,Янжуловка,Янжулівка,village,376,
325712,41021,5924481701,52.2932,33.57559,Зноб-Трубчевська,Znob-Trubchevska,село,Знобь-Трубчевская,Зноб-Трубчевська,village,522,
325714,41021,5924481703,52.29217,33.60031,Кудоярове,Kudoiarove,село,Кудоярово,Кудоярове,hamlet,5,
325716,15411,7424786507,52.2908,32.49756,Луб’яне,,село,,Луб’яне,village,109,
325718,41021,5924481704,52.28668,33.52924,Любахове,Liubakhove,село,Любахово,Любахове,hamlet,39,
325720,41024,5924482805,52.28668,33.50693,Українське,Ukrainske,село,Украинское,Українське,village,72,
325722,16012,7423681603,52.28634,33.03142,Красний Хутір,Krasnyi Khutir,село,Красный Хутор,Красний Хутір,village,71,
325724,16021,7423684002,52.28153,33.33389,Камінь,Kamin,село,Камень,Камінь,village,276,
325726,41024,5924482802,52.2819856,33.4893325,Василівське,Vasylivske,село,Василевское,Василівське,hamlet,19,
325727,15410,7424786503,52.28084,32.44366,Заріччя,Zarichchia,село,Заречье,Заріччя,village,211,
325731,16010,7423682003,52.27398,33.12584,Вильчики,Vylchyky,село,Вильчики,Вильчики,hamlet,27,
325735,41030,5924486305,52.27226,33.84716,Нова Гута,Nova Huta,село,Новая Гута,Нова Гута,village,98,
325737,41023,5924486701,52.27157,33.66417,Стягайлівка,Stiahailivka,село,Стягайловка,Стягайлівка,village,301,
325741,15410,7424786504,52.2688946,32.418919,Калинівське,Kalynivske,село,Калиновское,Калинівське,hamlet,29,
325745,15411,7424786508,52.26608,32.49824,Чорнозем,Chornozem,село,Чернозём,Чорнозем,village,63,
325747,41024,5924482806,52.26471,33.44993,Червоне,Chervone,село,Червоное,Червоне,hamlet,34,
325749,41022,5924455300,52.26402,33.59825,Зноб-Новгородське,Znob-Novhorodske,селище міського типу,Знобь-Новгородское,Зноб-Новгородське,village,2178,
325754,,7423684001,52.26231,33.27415,Кам’янська Слобода,,село,Каменская Слобода,,village,410,
325756,16020,7423687002,52.2623298,33.1637757,Миколаївське,Mykolaivske,село,Николаевское,Миколаївське,hamlet,10,
325758,41030,5924486303,52.25956,33.88733,Гаврилова Слобода,Havrylova Sloboda,село,Гаврилова Слобода,Гаврилова Слобода,village,86,
325760,41022,5924455302,52.2597465,33.6556357,Люте,Liute,село,Лютое,Люте,hamlet,34,
325762,16010,7423682002,52.25887,33.12,Великий Гай,Velykyi Hai,село,Великий Гай,Великий Гай,hamlet,18,
325764,15442,7424781004,52.25784,32.84466,Леонівка,Leonivka,село,Леоновка,Леонівка,village,299,
325766,41032,5924480903,52.25613,33.74451,Лісне,Lisne,село,Лесное,Лісне,village,186,
325768,41025,5924482804,52.25407,33.52306,Мефедівка,Mefedivka,село,Мефодовка,Мефедівка,village,330,
325770,15421,7424787003,52.25201,32.48005,Кринички,Krynychky,село,Кринички,Кринички,hamlet,26,
325772,16012,7423681601,52.24754,33.05443,Буда-Вороб’ївська,Buda-Vorobivska,село,Буда-Воробьёвская,Буда-Вороб’ївська,village,468,
325778,41032,5924480902,52.24686,33.7936,Заріччя,Zarichchia,село,Заречье,Заріччя,hamlet,33,
325780,15441,7424781302,52.24548,32.78767,Грем’ячка,Hremiachka,село,Гремячка,Грем’ячка,village,87,
325782,15441,7424781301,52.2448,32.7602,Галаганівка,Halahanivka,село,Галагановка,Галаганівка,village,273,
325784,41040,5924484403,52.24445,33.41457,Красноярське,Krasnoiarske,село,Красноярское,Красноярське,hamlet,17,
325794,16013,7423682403,52.24171,33.10593,Мовчанів,Movchaniv,село,Молчанов,Мовчанів,hamlet,8,
325796,15430,7424784001,52.24102,32.63557,Миколаївка,Mykolaivka,село,Николаевка,Миколаївка,village,319,
325798,15421,7424787001,52.24068,32.5082,Хотіївка,Khotiivka,село,Хотиевка,Хотіївка,village,462,
325800,41000,5924410101,52.2393,33.95325,Винторівка,Vyntorivka,село,Винторовка,Винторівка,hamlet,34,
325801,41022,5924455301,52.2393,33.57834,Кустине,Kustyne,село,Кустино,Кустине,village,66,
325802,41032,5924480901,52.23827,33.79394,Голубівка,Holubivka,село,Голубовка,Голубівка,village,211,
325803,41024,5924482801,52.23793,33.45989,Кренидівка,Krenydivka,село,Кренидовка,Кренидівка,village,391,
325804,15440,7424781001,52.23656,32.82165,Архипівка,Arkhypivka,село,Архиповка,Архипівка,village,288,
325808,15420,7424782502,52.2378047,32.4027321,Гаті,Hati,село,Гати,Гаті,hamlet,22,
325812,16022,7423684709,52.23415,33.20618,Роща,Roscha,село,Роща,Роща,hamlet,19,
325813,41032,5924480405,52.2333237,33.8134952,Троїцьке,Troitske,село,Троицкое,Троїцьке,hamlet,35,
325815,41032,5924480905,52.2217762,33.7391759,Поліське,Poliske,село,Полесское,Поліське,hamlet,15,
325817,16022,7423684704,52.23209,33.18214,Михайлівка,Mykhailivka,село,Михайловка,Михайлівка,village,61,
325819,15443,7424783001,52.23106,32.91504,Костобобрів,Kostobobriv,село,Костобобров,Костобобрів,village,820,
325821,41025,5924482803,52.23003,33.5289,Четвертакове,Chetvertakove,село,,Четвертакове,hamlet,24,
325823,41032,5924480406,52.2293364,33.8032964,Ясна Поляна,Yasna Poliana,село,Ясная Поляна,Ясна Поляна,hamlet,23,
325825,16022,7423684703,52.2266943,33.2878802,Кремський Бугор,Kremskyi Buhor,село,Кремский Бугор,Кремський Бугор,hamlet,26,
325827,41000,5924410107,52.22626,33.97316,Хлібороб,Khliborob,село,Хлебороб,Хлібороб,village,56,
325829,41040,5924484401,52.22557,33.372,Очкине,Ochkyne,село,Очкино,Очкине,village,509,
325832,15443,7424783003,52.22145,32.87865,Сергіївське,Serhiivske,село,Сергеевское,Сергіївське,hamlet,20,
325838,16022,7423684701,52.21973,33.24463,Ковпинка,Kovpynka,село,Ковпинка,Ковпинка,village,144,
325840,16013,7423682404,52.2187,33.02696,Осове,Osove,село,Осово,Осове,hamlet,28,
325842,41033,5924480401,52.2169508,33.8462722,Велика Берізка,Velyka Berizka,село,Великая Березка,Велика Берізка,village,181,
325844,15420,7424782501,52.21699,32.38117,Карповичі,Karpovychi,село,Карповичи,Карповичі,village,319,
325846,15431,7424784002,52.21596,32.70492,Залізний Міст,Zaliznyi Mist,село,Зализный Мост,Залізний Міст,village,344,
325850,15422,7424787010,52.2149652,32.4737697,Березовий Гай,Berezovyi Hai,село,Берёзовый Гай,Березовий Гай,village,54,
325852,15422,7424787008,52.2079799,32.4581596,Прогрес,Prohres,село,Прогресс,Прогрес,village,219,
325854,15420,7424782504,52.20806,32.39319,Набережне,Naberezhne,село,Набережное,Набережне,hamlet,3,
325856,16013,7423682402,52.2002534,33.1283873,Внутрішній Бір,Vnutrishnii Bir,село,Внутренний Бор,Внутрішній Бір,village,56,
325858,16013,7423682401,52.20772,33.0637,Вороб’ївка,Vorobivka,село,Воробьёвка,Вороб’ївка,village,613,
325860,15420,7424782503,52.206,32.3568,Красні Лози,Krasni Lozy,село,Красные Лозы,Красні Лози,hamlet,32,
325862,41041,5924484402,52.20154,33.41045,Журавка,Zhuravka,село,Журавка,Журавка,village,315,
325864,16022,7423684702,52.20051,33.18901,Будище,Budysche,село,Будище,Будище,village,266,
325866,16022,7423684708,52.19948,33.29269,Пушкарі,Pushkari,село,Пушкари,Пушкарі,village,376,
325868,41044,5924487202,52.2007627,33.5745939,Чигин,Chyhyn,село,Чигин,Чигин,village,89,
325870,15440,7424781003,52.19467,32.82955,Зоря,Zoria,село,Заря,Зоря,hamlet,13,
325872,41032,5924480404,52.19398,33.88046,Перемога,Peremoha,село,Перемога,Перемога,hamlet,16,
325873,15444,7424780503,52.19124,32.85358,Зелена Роща,Zelena Roscha,селище,Зелёная Роща,Зелена Роща,village,4,
325875,15444,7424780508,52.1904792,32.9481597,Фроли,Froly,село,Фролы,Фроли,hamlet,15,
325877,15422,7424787004,52.18952,32.44915,Лісківщина,Liskivschyna,село,Лесковщина,Лісківщина,village,68,
325879,41000,5924410105,52.1892393,34.0074952,Зарічне,Zarichne,селище,Заречное,Зарічне,village,273,
325883,41000,5924410100,52.1886906,34.0306022,Середина-Буда,Seredyna-Buda,місто,Середина-Буда,Середина-Буда,town,7500,
325887,41044,5924487201,52.18746,33.55568,Уралове,Uralove,село,Уралово,Уралове,village,597,
325889,15444,7424780505,52.1872425,32.9268789,Криульки,Kryulky,село,Криульки,Криульки,hamlet,24,
325891,41034,5924481303,52.18643,33.75961,Красичка,Krasychka,село,Красичка,Красичка,village,173,
325893,15444,7424780504,52.1880208,32.9807951,Карасі,Karasi,село,Караси,Карасі,hamlet,9,
325895,41036,5924481305,52.18403,33.62091,Рудня,Rudnia,село,Рудня,Рудня,village,278,
325897,15444,7424780501,52.18403,32.91332,Олександрівка,Oleksandrivka,село,Александровка,Олександрівка,village,340,
325899,16022,7423684706,52.1833922,33.1660492,Новеньке,Novenke,село,Новенькое,Новеньке,hamlet,30,
325901,41042,5924483202,52.18265,33.36582,Боровичі,Borovychi,село,Боровичи,Боровичі,village,148,
325902,15432,7424782004,52.18265,32.68501,Кривуша,Kryvusha,село,Кривуша,Кривуша,hamlet,2,
325903,15444,7424780506,52.18059,32.94044,Максимихине,Maksymykhyne,село,Максимихино,Максимихине,hamlet,16,
325904,15400,7424710100,52.17853,32.57755,Семенівка,Semenivka,місто,Семёновка,Семенівка,town,8450,
325905,41000,5924410104,52.17819,33.98826,Рудак,Rudak,селище,Рудак,Рудак,village,48,
325906,41034,5924481302,52.1751,33.71326,Гутко-Ожинка,Hutko-Ozhynka,село,Гутко-Ожинка,Гутко-Ожинка,village,92,
325907,41052,5924480402,52.17441,33.82141,Лукашенкове,Lukashenkove,село,Лукашенковское,Лукашенкове,village,112,
325909,15444,7424780502,52.17441,32.91675,Газопровідне,Hazoprovidne,селище,Газопроводное,Газопровідне,village,47,
325910,41050,5924487601,52.1801902,33.9266517,Чернацьке,Chernatske,село,Чернацкое,Чернацьке,village,811,
325911,15432,7424782006,52.1727,32.77634,Ракути,Rakuty,село,Ракуты,Ракути,hamlet,9,
325912,21742,7424783502,52.16858,32.82715,Ферубки,Ferubky,село,Ферубки,Ферубки,hamlet,40,
325913,16014,7423689301,52.16823,32.99812,Чайкине,Chaikyne,село,Чайкино,Чайкине,village,296,
325914,41042,5924483203,52.16789,33.44719,Таборище,Taborysche,село,Таборище,Таборище,village,67,
325915,41052,5924484802,52.16755,33.80321,Луг,Luh,село,Луг,Луг,hamlet,10,
325916,15444,7424780507,52.1661217,32.8945555,Угли,Uhly,селище,Углы,Угли,village,104,
325918,41034,5924481301,52.16583,33.69438,Жихове,Zhykhove,село,Жихово,Жихове,village,626,
325920,16014,7423689303,52.16549,32.98027,Карабани,Karabany,село,Карабаны,Карабани,village,157,
325922,15432,7424782007,52.1629505,32.7850502,Східне,Skhidne,село,Схидное,Східне,hamlet,15,
325924,41000,5924410106,52.1637397,34.008452,Сорокине,Sorokyne,село,Сорокино,Сорокине,village,82,
325926,41042,5924483204,52.16171,33.46641,Хильчичі,Khylchychi,село,Хильчичи,Хильчичі,village,323,
325928,41000,5924410102,52.16102,34.03633,Прогрес,Prohres,селище,Прогресс,Прогрес,village,225,
325930,15432,7424782002,52.16102,32.77256,Зелений Гай,Zelenyi Hai,село,Зелёный Гай,Зелений Гай,hamlet,19,
325932,16031,7423686202,52.16034,33.3102,Рогівка,Rohivka,село,Роговка,Рогівка,village,364,
325934,15432,7424782005,52.15862,32.7396,Марс,Mars,село,Марс,Марс,hamlet,30,
325936,16014,7423689305,52.15759,33.07228,Полюшкине,Poliushkyne,село,Полюшкино,Полюшкине,village,145,
325939,41042,5924483201,52.15141,33.43758,Кривоносівка,Kryvonosivka,село,Кривоносовка,Кривоносівка,village,346,
325941,41051,5924485603,52.14764,33.92647,Лісова Поляна,Lisova Poliana,село,Лесовая Поляна,Лісова Поляна,hamlet,9,
325943,41051,5924485601,52.1505452,33.9581988,Ромашкове,Romashkove,село,Ромашково,Ромашкове,village,377,
325945,41052,5924484801,52.14523,33.83308,Пигарівка,Pyharivka,село,Пигаревка,Пигарівка,village,543,
325947,15432,7424782001,52.14317,32.70115,Іванівка,Ivanivka,село,Ивановка,Іванівка,village,637,
325950,16014,7423689302,52.13905,33.09631,Аршуки,Arshuky,село,Аршуки,Аршуки,hamlet,22,
325952,41051,5924485602,52.1403473,33.9170454,Демченкове,Demchenkove,село,Демченково,Демченкове,hamlet,25,
325955,16031,7423686201,52.13699,33.27587,Лісконоги,Liskonohy,село,Лесконоги,Лісконоги,village,461,
325957,16072,7423688901,52.13665,33.18249,Смяч,Smiach,село,Смяч,Смяч,village,491,
